decimalLatitude,decimalLongitude,eventDate,month,species,sst
-8.1679115869,118.7855706896,2020-11-10 22:07:50+00:00,11,whale_shark,28.827354172532672
-21.9013,113.9015,2009-06-16 00:00:00+00:00,6,whale_shark,25.675786608329787
-7.76667,113.26667,2010-02-10 12:00:00+00:00,2,whale_shark,29.228524423644483
-21.92377,113.9226,1996-04-28 12:00:00+00:00,4,whale_shark,25.49266998464337
-23.0322,113.715,2009-04-07 12:00:00+00:00,4,whale_shark,25.036788672847557
-22.00142,113.89848,1997-04-27 12:00:00+00:00,4,whale_shark,25.518224411162183
12.6528806595,121.6156155872,2024-08-24 10:01:27+00:00,8,whale_shark,28.824853443750772
21.73333,-87.08334,2004-08-11 12:00:00+00:00,8,whale_shark,26.694487773479374
-21.9614,113.90745,2005-07-01 12:00:00+00:00,7,whale_shark,25.518224411162183
12.9333,123.533,2008-04-06 12:00:00+00:00,4,whale_shark,28.51596874092765
12.9333,123.533,2006-04-10 12:00:00+00:00,4,whale_shark,28.51596874092765
-21.9013,113.9015,2003-05-06 12:00:00+00:00,5,whale_shark,25.675786608329787
-23.0322,113.715,2001-04-01 12:00:00+00:00,4,whale_shark,25.036788672847557
12.9333,123.533,2008-04-25 12:00:00+00:00,4,whale_shark,28.51596874092765
12.9333,123.533,2008-04-26 12:00:00+00:00,4,whale_shark,28.51596874092765
20.69306,-156.55083,2009-01-05 12:00:00+00:00,1,whale_shark,25.58516410882335
-21.9013,113.9015,2008-04-24 12:00:00+00:00,4,whale_shark,25.675786608329787
-23.0322,113.715,2009-04-21 12:00:00+00:00,4,whale_shark,25.036788672847557
-8.1331152455,117.594545538,2023-06-28 22:34:00+00:00,6,whale_shark,28.98127116471229
-23.9736,35.5122,2006-10-15 12:00:00+00:00,10,whale_shark,25.938334449139674
12.9333,123.533,2007-04-22 12:00:00+00:00,4,whale_shark,28.51596874092765
-23.0322,113.715,2009-04-06 12:00:00+00:00,4,whale_shark,25.036788672847557
12.9333,123.533,2008-04-10 12:00:00+00:00,4,whale_shark,28.51596874092765
-23.9736,35.5122,2008-02-27 12:00:00+00:00,2,whale_shark,25.938334449139674
-21.9013,113.9015,2008-04-07 12:00:00+00:00,4,whale_shark,25.675786608329787
-23.0322,113.715,2008-06-01 12:00:00+00:00,6,whale_shark,25.036788672847557
12.9333,123.533,2009-03-19 12:00:00+00:00,3,whale_shark,28.51596874092765
-21.9013,113.9015,2004-04-25 12:00:00+00:00,4,whale_shark,25.675786608329787
-28.015,-95.875,2006-06-10 12:00:00+00:00,6,whale_shark,21.102288277804654
-23.9736,35.5122,2008-09-23 12:00:00+00:00,9,whale_shark,25.938334449139674
-21.9013,113.9015,2005-05-14 12:00:00+00:00,5,whale_shark,25.675786608329787
21.4400116774,-86.8531434121,2017-08-01 15:58:00+00:00,8,whale_shark,27.019370899812337
-21.8362505848,113.8227944189,2016-07-20 05:20:00+00:00,7,whale_shark,25.84399745523028
-23.0322,113.715,2007-03-25 12:00:00+00:00,3,whale_shark,25.036788672847557
-23.0322,113.715,2008-04-13 12:00:00+00:00,4,whale_shark,25.036788672847557
12.92417,123.56277,2007-06-05 12:00:00+00:00,6,whale_shark,28.51596874092765
-21.9013,113.9015,2004-05-13 12:00:00+00:00,5,whale_shark,25.675786608329787
16.06355,-86.82037,2005-02-13 12:00:00+00:00,2,whale_shark,28.369911366048147
-21.9013,113.9015,2005-06-27 12:00:00+00:00,6,whale_shark,25.675786608329787
-21.9013,113.9015,2008-05-08 12:00:00+00:00,5,whale_shark,25.675786608329787
-21.9013,113.9015,2009-06-24 12:00:00+00:00,6,whale_shark,25.675786608329787
-21.9013,113.9015,2007-06-18 12:00:00+00:00,6,whale_shark,25.675786608329787
-21.9013,113.9015,2009-05-01 12:00:00+00:00,5,whale_shark,25.675786608329787
-21.9013,113.9015,2006-06-14 12:00:00+00:00,6,whale_shark,25.675786608329787
-21.9013,113.9015,2009-05-25 12:00:00+00:00,5,whale_shark,25.675786608329787
-23.9736,35.5122,2005-05-14 12:00:00+00:00,5,whale_shark,25.938334449139674
-21.9013,113.9015,2009-04-16 12:00:00+00:00,4,whale_shark,25.675786608329787
12.9333,123.533,2009-05-04 12:00:00+00:00,5,whale_shark,28.51596874092765
-23.9736,35.5122,2006-09-28 12:00:00+00:00,9,whale_shark,25.938334449139674
-21.9013,113.9015,2009-06-02 12:00:00+00:00,6,whale_shark,25.675786608329787
-23.9736,35.5122,2006-02-09 12:00:00+00:00,2,whale_shark,25.938334449139674
24.1769451349,-110.3776969869,2019-02-27 04:46:23+00:00,2,whale_shark,25.642381874033553
3.47272,72.79905,2006-04-21 12:00:00+00:00,4,whale_shark,29.319521372620514
-23.9736,35.5122,2005-12-03 12:00:00+00:00,12,whale_shark,25.938334449139674
